"filename", "language", "TypeScript", "TypeScript JSX", "JSON with Comments", "JSON", "Markdown", "YAML", "JavaScript", "CSS", "Python", "Docker", "pip requirements", "HTML", "comment", "blank", "total"
"/Users/wjshewitt/prospect/src/components/ui/avatar.tsx", "TypeScript JSX", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"/Users/wjshewitt/prospect/src/components/ui/badge.tsx", "TypeScript JSX", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"/Users/wjshewitt/prospect/src/components/ui/button.tsx", "TypeScript JSX", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 57
"/Users/wjshewitt/prospect/src/components/ui/calendar.tsx", "TypeScript JSX", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 71
"/Users/wjshewitt/prospect/src/components/ui/card.tsx", "TypeScript JSX", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 80
"/Users/wjshewitt/prospect/src/components/ui/carousel.tsx", "TypeScript JSX", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 263
"/Users/wjshewitt/prospect/src/components/ui/chart.tsx", "TypeScript JSX", 0, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 366
"/Users/wjshewitt/prospect/src/components/ui/checkbox.tsx", "TypeScript JSX", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/wjshewitt/prospect/src/components/ui/collapsible.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"/Users/wjshewitt/prospect/src/components/ui/dialog.tsx", "TypeScript JSX", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 123
"/Users/wjshewitt/prospect/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 201
"/Users/wjshewitt/prospect/src/components/ui/form.tsx", "TypeScript JSX", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 179
"/Users/wjshewitt/prospect/src/components/ui/input.tsx", "TypeScript JSX", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/wjshewitt/prospect/src/components/ui/label.tsx", "TypeScript JSX", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/wjshewitt/prospect/src/components/ui/menubar.tsx", "TypeScript JSX", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 257
